Churn,Contract,customerID,Dependents,DeviceProtection,gender,InternetService,MultipleLines,Sum of MonthlyCharges,Sum of numAdminTickets,Sum of numTechTickets,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingTV,StreamingMovies,TechSupport,Sum of tenure,Sum of TotalCharges
No,Month-to-month,0811-GSDTP,Yes,No,Female,DSL,No phone service,30.15,0,0,Yes,No,No,No,Electronic check,No,No,No,No,No,13,382.2
No,Month-to-month,0816-TSPHQ,No,No internet service,Male,No,No,20.75,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,2,44.2
No,Month-to-month,0817-HSUSE,No,Yes,Male,DSL,No,75.5,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,1,75.5
No,Month-to-month,0820-FNRNX,Yes,Yes,Male,DSL,Yes,66.7,0,0,Yes,No,Yes,Yes,Mailed check,Yes,No,No,No,Yes,17,1077.05
No,Month-to-month,0822-QGCXA,No,Yes,Female,DSL,Yes,83.85,2,1,Yes,No,No,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,27,2310.2
No,Month-to-month,0829-XXPLX,No,Yes,Female,Fiber optic,No,89.4,0,0,No,Yes,Yes,No,Bank transfer (automatic),Yes,No,Yes,No,No,20,1871.15
No,Month-to-month,0840-DFEZH,No,No,Female,Fiber optic,Yes,75.35,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,7,564.65
No,Month-to-month,0842-IWYCP,No,No,Female,DSL,No,44.95,0,0,No,No,No,No,Bank transfer (automatic),Yes,No,No,No,No,46,2168.9
No,Month-to-month,0848-ZGQIJ,No,No,Female,Fiber optic,No,94.65,0,0,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,No,16,1461.15
No,Month-to-month,0851-DFJKB,No,Yes,Female,DSL,No,58.95,0,0,No,Yes,No,No,Electronic check,Yes,No,No,No,Yes,15,955.15
No,Month-to-month,0856-NAOES,No,Yes,Male,DSL,No,60.9,0,0,No,No,No,No,Mailed check,Yes,No,Yes,No,No,6,414.1
No,Month-to-month,0867-LDTTC,No,Yes,Male,DSL,No,75.15,0,0,No,No,No,No,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,5,392.65
No,Month-to-month,0869-PAPRP,No,Yes,Female,Fiber optic,No,85.7,2,1,No,No,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,No,No,26,2067
No,Month-to-month,0871-OPBXW,No,No internet service,Female,No,No,20.05,0,0,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,2,39.25
No,Month-to-month,0872-JCPIB,No,No,Male,DSL,Yes,65.75,0,0,No,Yes,No,No,Bank transfer (automatic),Yes,No,No,Yes,No,17,1111.2
No,Month-to-month,0880-FVFWF,No,No,Male,Fiber optic,Yes,86.4,0,0,Yes,Yes,Yes,No,Electronic check,Yes,No,No,No,No,56,4922.4
No,Month-to-month,0899-LIIBW,No,Yes,Male,Fiber optic,Yes,100.85,0,0,No,No,No,Yes,Electronic check,Yes,No,Yes,Yes,No,34,3527.3
No,Month-to-month,0899-WZRSD,No,No,Male,Fiber optic,Yes,105.35,0,0,No,Yes,Yes,No,Mailed check,Yes,No,Yes,Yes,Yes,56,5794.45
No,Month-to-month,0909-SDHNU,Yes,No,Female,DSL,No phone service,29.8,0,0,No,Yes,No,No,Mailed check,No,No,No,No,No,7,201.95
No,Month-to-month,0913-XWSCN,Yes,No,Male,Fiber optic,Yes,85.5,0,0,No,No,No,Yes,Bank transfer (automatic),Yes,No,No,Yes,No,55,4713.4
No,Month-to-month,0916-QOFDP,Yes,No,Female,Fiber optic,Yes,95.8,0,0,No,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,14,1346.3
No,Month-to-month,0921-OHLVP,No,No,Male,Fiber optic,Yes,83.05,0,0,No,No,No,No,Electronic check,Yes,No,No,Yes,No,22,1799.3
No,Month-to-month,0924-BJCRC,No,No,Female,Fiber optic,Yes,89.45,0,0,Yes,No,No,Yes,Electronic check,Yes,Yes,No,Yes,No,60,5294.6
No,Month-to-month,0927-CNGRH,Yes,No internet service,Male,No,No,19.55,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19.55
No,Month-to-month,0928-JMXNP,No,Yes,Male,DSL,No phone service,29.9,0,0,No,No,Yes,Yes,Electronic check,No,Yes,No,No,No,4,118.25
No,Month-to-month,0928-XUTSN,No,No,Female,Fiber optic,No,80.5,0,0,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,13,1011.8
No,Month-to-month,0929-HYQEW,No,No,Male,DSL,No,50.15,0,0,No,Yes,Yes,No,Mailed check,Yes,No,No,No,No,3,160.85
No,Month-to-month,0929-PECLO,No,Yes,Female,Fiber optic,Yes,89.6,0,2,No,No,Yes,No,Bank transfer (automatic),Yes,Yes,No,Yes,No,63,5538.8
No,Month-to-month,0939-EREMR,Yes,Yes,Female,DSL,No,53.45,0,0,No,No,No,No,Mailed check,Yes,No,No,No,Yes,13,718.1
No,Month-to-month,0943-ZQPXH,Yes,Yes,Male,Fiber optic,No,92.95,0,0,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,No,44,4122.9
No,Month-to-month,0953-LGOVU,Yes,No,Male,DSL,No phone service,35.5,3,0,Yes,No,No,Yes,Mailed check,No,No,No,No,Yes,12,432.25
No,Month-to-month,0958-YHXGP,No,No,Female,Fiber optic,No,69.9,0,0,No,No,Yes,No,Mailed check,Yes,No,No,No,No,7,497.3
No,Month-to-month,0970-QXPXW,No,No internet service,Female,No,No,19.65,3,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19.65
No,Month-to-month,0975-VOOVL,No,No,Female,DSL,No phone service,29.2,0,0,Yes,No,No,No,Mailed check,No,No,No,No,No,3,98.5
No,Month-to-month,0980-PVMRC,Yes,No,Female,DSL,No phone service,50.85,0,0,Yes,No,Yes,Yes,Electronic check,No,No,Yes,Yes,No,40,2036.55
No,Month-to-month,0988-JRWWP,No,No,Female,DSL,No,54.2,2,0,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,3,140.4
No,Month-to-month,0997-YTLNY,Yes,No,Female,DSL,No,48.8,0,1,No,No,No,No,Mailed check,Yes,No,No,No,Yes,19,953.65
No,Month-to-month,0999-QXNSA,Yes,No,Male,DSL,No,45.75,5,0,No,No,Yes,No,Mailed check,Yes,Yes,No,No,No,7,344.2
No,Month-to-month,1013-QCWAM,No,No,Female,Fiber optic,Yes,100.8,4,0,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,66,6690.75
No,Month-to-month,1015-OWJKI,No,No internet service,Male,No,No,19.05,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19.05
No,Month-to-month,1016-DJTSV,No,No,Male,Fiber optic,No,69.7,0,0,No,No,Yes,No,Electronic check,Yes,Yes,No,No,No,8,572.85
No,Month-to-month,1020-JPQOW,No,Yes,Female,Fiber optic,Yes,90.55,0,0,Yes,No,No,Yes,Electronic check,Yes,No,No,No,Yes,56,5116.6
No,Month-to-month,1025-FALIX,No,No,Female,Fiber optic,No,69.05,2,0,No,No,Yes,No,Credit card (automatic),Yes,No,No,No,No,26,1815.65
No,Month-to-month,1028-FFNJK,No,No,Male,Fiber optic,Yes,101.5,0,0,No,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,30,2917.65
No,Month-to-month,1035-IPQPU,No,Yes,Female,Fiber optic,Yes,103.5,0,0,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,63,6479.4
No,Month-to-month,1036-GUDCL,Yes,No,Male,DSL,No,79.05,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,60,4663.4
No,Month-to-month,1038-RQOST,Yes,No internet service,Male,No,No,20.6,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,19,414.95
No,Month-to-month,1045-LTCYT,Yes,No internet service,Female,No,No,21.05,0,0,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,8,139.75
No,Month-to-month,1047-NNCBF,No,No,Male,Fiber optic,No,70.55,2,0,No,No,No,No,Credit card (automatic),Yes,No,No,No,No,20,1493.55
No,Month-to-month,1049-FYSYG,No,Yes,Female,DSL,No phone service,35.65,0,0,Yes,No,Yes,Yes,Credit card (automatic),No,No,No,No,No,17,646.05
No,Month-to-month,1051-EQPZR,Yes,No internet service,Female,No,No,19.6,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,44,780.25
No,Month-to-month,1051-GEJLJ,No,No internet service,Female,No,No,19.5,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,2,27.55
No,Month-to-month,1057-FOGLZ,No,No internet service,Female,No,No,19.65,2,1,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,18,391.7
No,Month-to-month,1061-PNTHC,Yes,Yes,Female,Fiber optic,Yes,109.6,2,0,No,Yes,Yes,Yes,Mailed check,Yes,No,Yes,Yes,Yes,56,5953
No,Month-to-month,1074-AMIOH,Yes,Yes,Female,Fiber optic,No,108.25,0,0,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,53,5935.1
No,Month-to-month,1077-HUUJM,Yes,No,Female,Fiber optic,No,71.05,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,7,472.65
No,Month-to-month,1078-TDCRN,No,No,Female,DSL,No phone service,30.75,0,0,Yes,No,Yes,Yes,Electronic check,No,Yes,No,No,No,3,82.85
No,Month-to-month,1089-HDMKP,Yes,No,Male,DSL,No,54.55,0,0,Yes,No,Yes,No,Electronic check,Yes,Yes,No,No,Yes,11,601.25
No,Month-to-month,1097-FSPVW,No,Yes,Female,DSL,No,54.55,0,0,No,Yes,No,No,Credit card (automatic),Yes,No,No,No,No,42,2455.05
No,Month-to-month,1098-TDVUQ,No,No internet service,Female,No,No,19.25,0,0,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,1,19.25
No,Month-to-month,1100-DDVRV,No,No,Male,DSL,No phone service,49.8,0,0,Yes,No,Yes,Yes,Mailed check,No,No,Yes,Yes,No,17,836.35
No,Month-to-month,1101-SSWAG,No,No,Female,DSL,Yes,51.1,0,0,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,15,711.15
No,Month-to-month,1104-FEJAM,Yes,No,Male,DSL,Yes,64.4,0,0,Yes,No,No,Yes,Electronic check,Yes,No,No,Yes,No,28,1802.15
No,Month-to-month,1104-TNLZA,No,No,Male,Fiber optic,Yes,105.8,0,0,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,28,2998
No,Month-to-month,1110-KYLGQ,No,Yes,Female,Fiber optic,Yes,108.25,1,0,Yes,Yes,No,No,Credit card (automatic),Yes,No,Yes,Yes,No,63,6780.1
No,Month-to-month,1125-SNVCK,No,No,Female,DSL,No,43.8,0,0,No,No,No,No,Mailed check,Yes,Yes,No,No,No,49,2106.05
No,Month-to-month,1134-YWTYF,No,No,Male,DSL,No,53.8,0,0,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,Yes,27,1389.85
No,Month-to-month,1135-LMECX,No,No internet service,Female,No,No,19.85,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19.85
No,Month-to-month,1140-UKVZG,No,No internet service,Female,No,Yes,24.8,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,17,475.25
No,Month-to-month,1156-ZFYDO,No,No internet service,Female,No,No,19.75,2,0,No internet service,No internet service,No,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,1,19.75
No,Month-to-month,1159-WFSGR,Yes,No internet service,Female,No,No,20.4,0,0,No internet service,No internet service,No,Yes,Electronic check,Yes,No,No internet service,No internet service,No internet service,16,321.4
No,Month-to-month,1163-ONYEY,Yes,Yes,Male,DSL,Yes,74.55,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,No,No,41,3023.55
No,Month-to-month,1169-WCVAK,No,No,Male,Fiber optic,Yes,88.8,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,No,No,Yes,19,1672.35
No,Month-to-month,1170-SASML,No,Yes,Female,Fiber optic,Yes,85.4,0,0,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,69,5869.4
No,Month-to-month,1171-TYKUR,No,No internet service,Male,No,Yes,25.4,0,0,No internet service,No internet service,No,Yes,Electronic check,Yes,No,No internet service,No internet service,No internet service,47,1139.2
No,Month-to-month,1173-NOEYG,No,Yes,Female,Fiber optic,Yes,90.15,0,0,No,No,No,Yes,Bank transfer (automatic),Yes,No,No,Yes,No,27,2423.4
No,Month-to-month,1173-XZPYF,No,Yes,Female,Fiber optic,Yes,89.2,5,0,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,11,990.3
No,Month-to-month,1194-HVAIF,No,No,Female,Fiber optic,Yes,95,0,0,No,No,No,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,27,2462.55
No,Month-to-month,1194-SPVSP,No,No internet service,Male,No,No,19.65,0,0,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,1,19.65
No,Month-to-month,1197-BVMVG,No,No,Female,Fiber optic,Yes,74.45,0,0,No,No,Yes,No,Electronic check,Yes,Yes,No,No,No,4,294.45
No,Month-to-month,1200-TUZHR,No,No,Female,Fiber optic,Yes,85.2,0,0,No,No,No,No,Electronic check,Yes,Yes,No,Yes,No,8,695.75
No,Month-to-month,1202-KKGFU,No,No,Female,DSL,No,54.2,0,0,No,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,12,690.5
No,Month-to-month,1208-NBVFH,Yes,Yes,Male,DSL,No,49.6,3,0,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,20,939.8
No,Month-to-month,1212-GLHMD,No,No,Male,Fiber optic,No,86.05,2,0,No,Yes,Yes,No,Mailed check,Yes,No,No,Yes,No,3,244.85
No,Month-to-month,1215-FIGMP,No,No,Male,Fiber optic,Yes,89.9,0,0,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,No,No,60,5450.7
No,Month-to-month,1215-VFYVK,No,Yes,Female,DSL,No phone service,48.25,0,0,No,Yes,No,No,Mailed check,No,No,No,Yes,Yes,4,202.25
No,Month-to-month,1216-BGTSP,No,Yes,Male,Fiber optic,Yes,108.45,0,0,No,Yes,Yes,No,Credit card (automatic),Yes,No,Yes,Yes,Yes,45,4964.7
No,Month-to-month,1216-JWVUX,Yes,No,Male,Fiber optic,No,75.5,0,0,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,No,25,1901.05
No,Month-to-month,1219-NNDDO,No,No,Female,Fiber optic,Yes,76.85,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,9,663.55
No,Month-to-month,1222-KJNZD,Yes,No internet service,Male,No,No,20.4,0,0,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,40,745.3
No,Month-to-month,1222-LRYKO,Yes,No internet service,Male,No,Yes,26.35,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,6,184.05
No,Month-to-month,1226-IENZN,No,No,Male,Fiber optic,No,78.75,0,0,No,No,Yes,No,Electronic check,Yes,Yes,No,Yes,No,16,1218.25
No,Month-to-month,1228-ZLNBX,No,No,Male,Fiber optic,Yes,75.3,0,0,No,No,No,No,Mailed check,Yes,No,No,No,No,21,1570.7
No,Month-to-month,1230-QAJDW,No,No,Male,DSL,Yes,65.25,0,0,No,No,Yes,No,Mailed check,Yes,No,Yes,No,Yes,3,209.9
No,Month-to-month,1237-WIYYZ,No,No internet service,Female,No,No,19.55,0,0,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,18,389.25
No,Month-to-month,1247-QBVSH,Yes,No,Female,DSL,No,50.2,0,0,Yes,No,No,Yes,Mailed check,Yes,No,No,No,No,43,2169.4
No,Month-to-month,1251-STYSZ,No,No,Female,Fiber optic,Yes,80.25,0,0,No,Yes,Yes,No,Electronic check,Yes,Yes,No,No,No,4,303.7
No,Month-to-month,1257-SXUXQ,Yes,No internet service,Male,No,No,19.45,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,5,86.05
No,Month-to-month,1261-FWTTE,No,No,Male,DSL,No phone service,34.65,0,0,No,No,Yes,No,Bank transfer (automatic),No,Yes,No,Yes,No,23,768.45
No,Month-to-month,1302-UHBDD,No,No,Male,Fiber optic,No,89.95,0,0,No,No,No,No,Electronic check,Yes,Yes,Yes,Yes,No,20,1648.45
No,Month-to-month,1304-BCCFO,No,Yes,Male,DSL,No,70.05,0,0,No,No,Yes,Yes,Mailed check,Yes,No,Yes,Yes,No,9,564.4
No,Month-to-month,1307-ATKGB,No,Yes,Male,Fiber optic,No,89.55,0,0,Yes,No,Yes,No,Electronic check,Yes,No,No,Yes,No,24,2187.15
No,Month-to-month,1307-TVUFB,No,No,Male,Fiber optic,Yes,79.35,5,0,Yes,No,Yes,No,Bank transfer (automatic),Yes,Yes,No,No,No,42,3344.1
No,Month-to-month,1310-QRITU,No,No,Female,DSL,Yes,50.3,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,18,913.3
No,Month-to-month,1319-YLZJG,No,Yes,Male,Fiber optic,No,84.6,0,0,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,No,No,12,959.9
No,Month-to-month,1320-REHCS,No,Yes,Male,Fiber optic,Yes,110.75,0,0,Yes,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes,Yes,52,5832
No,Month-to-month,1329-VHWNP,No,No,Female,DSL,No phone service,25.05,0,0,No,No,No,No,Bank transfer (automatic),No,No,No,No,No,7,189.95
No,Month-to-month,1335-NTIUC,No,No,Male,DSL,No phone service,24.95,5,0,No,No,Yes,No,Electronic check,No,No,No,No,No,9,190.25
No,Month-to-month,1336-EZFZY,No,No internet service,Female,No,No,20.05,1,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,4,83.3
No,Month-to-month,1345-GKDZZ,Yes,No internet service,Male,No,No,19.55,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,6,128.6
No,Month-to-month,1346-PJWTK,No,Yes,Male,Fiber optic,No,94.15,0,0,Yes,No,No,Yes,Credit card (automatic),Yes,No,No,Yes,Yes,61,5731.85
No,Month-to-month,1346-UFHAX,No,No,Female,Fiber optic,Yes,80,0,0,No,Yes,Yes,No,Credit card (automatic),Yes,No,No,No,No,13,1029.35
No,Month-to-month,1352-VHKAJ,Yes,No,Male,DSL,Yes,71.6,0,0,No,No,No,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,27,1957.1
No,Month-to-month,1353-LJWEM,No,Yes,Male,DSL,No,60.9,1,0,Yes,No,Yes,No,Electronic check,Yes,No,No,No,Yes,11,688.5
No,Month-to-month,1355-KUSBG,Yes,No,Female,DSL,Yes,48.8,0,0,No,No,No,Yes,Electronic check,Yes,No,No,No,No,7,349.8
No,Month-to-month,1356-MKYSK,No,Yes,Male,DSL,No,78.65,3,0,No,Yes,No,No,Credit card (automatic),Yes,No,Yes,Yes,Yes,6,483.3
No,Month-to-month,1357-MVDOZ,Yes,Yes,Male,DSL,No,59.65,0,0,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,No,No,11,683.25
No,Month-to-month,1360-RCYRT,Yes,No,Male,DSL,No phone service,30.35,0,0,No,No,Yes,Yes,Bank transfer (automatic),No,No,No,No,Yes,23,678.75
No,Month-to-month,1376-HHBDV,No,No,Female,DSL,No,48.8,0,0,No,Yes,Yes,No,Mailed check,Yes,No,No,No,No,30,1536.75
No,Month-to-month,1379-FRVEB,Yes,No,Male,Fiber optic,Yes,91,0,0,Yes,No,Yes,No,Electronic check,Yes,No,Yes,No,No,15,1430.05
No,Month-to-month,1384-RCUXW,No,No,Male,Fiber optic,Yes,80.55,0,0,Yes,No,Yes,No,Mailed check,Yes,No,No,No,No,16,1248.9
No,Month-to-month,1385-TQOZW,No,No internet service,Female,No,No,20.45,0,0,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,9,147.55
No,Month-to-month,1386-ZIKUV,No,No internet service,Male,No,No,18.95,0,0,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,7,130.55
No,Month-to-month,1391-UBDAR,No,Yes,Male,Fiber optic,No,72.9,0,0,No,No,No,No,Electronic check,Yes,No,No,No,No,11,818.45
No,Month-to-month,1393-IMKZG,No,No,Female,Fiber optic,No,95.85,5,0,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,1,95.85
No,Month-to-month,1394-SUIUH,No,No,Female,Fiber optic,No,85.15,0,0,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,No,No,Yes,44,3670.5
No,Month-to-month,1395-OFUWC,Yes,No,Male,DSL,No phone service,29.3,5,0,Yes,No,No,Yes,Credit card (automatic),No,No,No,No,No,43,1224.05
No,Month-to-month,1399-UBQIU,No,Yes,Male,DSL,No,69.35,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,11,712.25
No,Month-to-month,1406-PUQVY,Yes,No,Male,DSL,No,49.9,0,0,Yes,No,Yes,No,Electronic check,Yes,No,No,No,No,1,49.9
No,Month-to-month,1410-RSCMR,Yes,Yes,Male,DSL,No,71.35,0,0,No,Yes,Yes,Yes,Credit card (automatic),Yes,No,No,Yes,Yes,7,515.75
No,Month-to-month,1421-HCERK,No,Yes,Male,Fiber optic,Yes,105.7,0,0,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,30,3181.8
No,Month-to-month,1423-BMPBQ,Yes,No internet service,Female,No,No,19,0,0,No internet service,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19
No,Month-to-month,1427-VERSM,No,Yes,Female,Fiber optic,No,98.7,0,0,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,56,5669.5
No,Month-to-month,1431-CYWMH,Yes,No internet service,Female,No,No,19.05,0,0,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,22,454.05
No,Month-to-month,1436-ZMJAN,No,Yes,Female,DSL,No,67.8,0,0,No,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,10,653.15
No,Month-to-month,1442-BQPVU,No,No,Female,DSL,No phone service,29.15,0,0,Yes,No,No,No,Electronic check,No,No,No,No,No,13,357.15
No,Month-to-month,1452-KIOVK,Yes,No,Male,Fiber optic,Yes,89.1,0,0,Yes,No,Yes,No,Credit card (automatic),Yes,No,Yes,No,No,22,1949.4
No,Month-to-month,1452-VOQCH,No,No,Male,Fiber optic,Yes,75.1,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,75.1
No,Month-to-month,1452-XRSJV,Yes,No,Female,DSL,No,51.05,0,0,No,Yes,No,Yes,Credit card (automatic),Yes,No,No,No,No,39,2066
No,Month-to-month,1453-RZFON,Yes,No,Female,DSL,No,49.9,0,0,No,Yes,No,No,Mailed check,Yes,No,No,No,No,1,49.9
No,Month-to-month,1456-TWCGB,No,No,Male,DSL,No,49.25,0,0,Yes,No,No,No,Mailed check,Yes,No,No,No,No,4,208.45
No,Month-to-month,1465-LNTLJ,No,Yes,Male,DSL,No,64.4,0,0,No,No,Yes,Yes,Credit card (automatic),Yes,Yes,No,Yes,Yes,8,581.7
No,Month-to-month,1465-WCZVT,Yes,No internet service,Female,No,No,19.65,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,3,60.65
No,Month-to-month,1469-LBJQJ,No,Yes,Female,Fiber optic,Yes,105.2,0,0,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,66,6936.85
No,Month-to-month,1471-GIQKQ,No,No,Female,DSL,No,49.95,0,0,Yes,No,No,No,Electronic check,Yes,No,No,No,No,1,49.95
No,Month-to-month,1472-TNCWL,Yes,No,Male,Fiber optic,No,94.7,0,0,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,36,3512.5
No,Month-to-month,1475-VWVDO,No,Yes,Male,Fiber optic,No,74.9,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,7,490.55
No,Month-to-month,1478-VPOAD,No,No,Female,DSL,No,43.8,0,0,No,No,No,No,Electronic check,Yes,No,No,No,No,1,43.8
No,Month-to-month,1482-OXZSY,No,No,Male,Fiber optic,Yes,100.4,0,0,No,Yes,Yes,No,Bank transfer (automatic),Yes,No,Yes,Yes,No,30,2936.25
No,Month-to-month,1485-YDHMM,Yes,No,Male,Fiber optic,Yes,93.25,0,0,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes,Yes,52,4631.7
No,Month-to-month,1488-SYSFC,Yes,No internet service,Male,No,No,20.65,4,0,No internet service,No internet service,Yes,Yes,Electronic check,Yes,No,No internet service,No internet service,No internet service,31,702.05
No,Month-to-month,1492-QGCLU,Yes,Yes,Male,DSL,Yes,85.7,0,0,No,Yes,No,Yes,Electronic check,Yes,No,Yes,Yes,Yes,53,4616.1
No,Month-to-month,1498-DQNRX,No,No internet service,Female,No,No,19.85,0,2,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,29,573.05
No,Month-to-month,1508-DFXCU,No,No,Male,Fiber optic,No,81.45,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,12,912
